"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11855","Несколько поисков из хедера","chromium","Thu Dec 26 01:47:36 GMT 2024","failed","Thu Dec 26 01:47:48 GMT 2024","","example.spec.js","",""
