"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9571","Несколько поисков из хедера","chromium","Mon Dec 23 01:50:36 GMT 2024","failed","Mon Dec 23 01:50:46 GMT 2024","","example.spec.js","",""
