"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9598","Несколько поисков из хедера","chromium","Mon Dec 16 02:01:53 GMT 2024","failed","Mon Dec 16 02:02:03 GMT 2024","","example.spec.js","",""
