"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9427","Несколько поисков из хедера","chromium","Fri Dec 20 01:49:15 GMT 2024","failed","Fri Dec 20 01:49:24 GMT 2024","","example.spec.js","",""
