"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14726","Несколько поисков из хедера","chromium","Thu Dec 19 01:54:56 GMT 2024","failed","Thu Dec 19 01:55:11 GMT 2024","","example.spec.js","",""
