"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10668","Несколько поисков из хедера","chromium","Sun Dec 22 01:55:44 GMT 2024","failed","Sun Dec 22 01:55:54 GMT 2024","","example.spec.js","",""
