"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9408","Несколько поисков из хедера","chromium","Fri Dec 13 01:59:29 GMT 2024","failed","Fri Dec 13 01:59:38 GMT 2024","","example.spec.js","",""
