"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30010","Несколько поисков из хедера","chromium","Thu Dec 26 11:21:08 GMT 2024","broken","Thu Dec 26 11:21:38 GMT 2024","","example.spec.js","",""
