"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9277","Несколько поисков из хедера","chromium","Thu Dec 12 01:57:44 GMT 2024","failed","Thu Dec 12 01:57:54 GMT 2024","","example.spec.js","",""
